2017-12-15 14:06:53.155 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:07:56.158 [12416] LOG_TRACE DEV[1] Offline devmon.cpp:76
2017-12-15 14:08:43.162 [12416] LOG_TRACE rcv[24]:{DEV_ID:1},{LOST:33.24%} devmon.cpp:53
2017-12-15 14:08:43.162 [12416] LOG_TRACE DEV[1] online devmon.cpp:64
2017-12-15 14:08:48.164 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:08:53.168 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:08:58.170 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:09:03.173 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:09:08.176 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:09:13.179 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:09:18.181 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:09:23.184 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:09:28.187 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:09:33.190 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:09:38.192 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:09:43.196 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:09:44.742 [17748] LOG_TRACE file[0] play stop cctdlg.cpp:1029
2017-12-15 14:09:44.742 [17748] LOG_TRACE play file change to  0 cctdlg.cpp:1038
2017-12-15 14:09:48.199 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:09:53.204 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:09:58.208 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:10:03.213 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:10:08.216 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:10:23.722 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:10:28.725 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:10:33.729 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:10:38.733 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:10:43.734 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:10:48.735 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:10:53.737 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:10:58.738 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:11:03.739 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:11:08.742 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:11:13.745 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:11:18.748 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:11:23.751 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:11:28.755 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:11:33.757 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:11:38.760 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:11:43.762 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:11:48.766 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:11:53.768 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:11:58.771 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:12:03.774 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:12:08.778 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
